text,label
আমার প্রিয়জন আহত হয়েছে | খুব রাগ হচ্ছে। | আমি তার জন্য কিছুই করতে পারছি না।,Normal statement
আমার মনটা আজ খুবই উত্তপ্ত।,Normal statement
আমার পায়ের গোরালিতে ব্যথা করে। বেশিক্ষন দাঁড়িয়ে থাকতে পারি না,patient statement
আমার আম্মুর মাজা আর পিঠ অনেক ব্যথা করে। মাঝে মধ্যে হাত তুলে কোনো কাজ করতে পারে না। হাত একদম ব্যথায় অবশ হয়ে আসে,patient statement
আজ স্কুলে কিছু সিদ্ধান্ত নেওয়া হয়েছে যেগুলো আমি একেবারেই মেনে নিতে পারছি না!,Normal statement
"আজকের অনুষ্ঠানটি তেমন ভালো ছিল না, মনটা খারাপ হয়ে গেছে!",Normal statement
"আমার বমি, ডায়রিয়া, শরীর ব্যথা সব এক সাথে শুরু হয়েছে",patient statement
কালকে থেকে আমি চোখে ঝাপ্সা দেখছি,patient statement
আজকের দিনটা আমার জন্য খুবই অসহনীয়। কোনো কিছুই ঠিকঠাক হচ্ছে না।,Normal statement
তোমার সাথে কাটানো সময়টি খুব মজাদার ছিল 😁,Normal statement
দাঁত চেপে ধরে হঠাত করে মেঝেতে শুয়ে পরে শরীর কাঁপতে কাঁপতে ,patient statement
আমার চোখ একদম লাল হয়ে আছে আর অস্বস্তি লাগছে,patient statement
প্রকল্পের সফলতা আমাকে খুশি করেছে।,Normal statement
আমার সব কিছু আজ ভুল হয়ে গেছে।,Normal statement
আমার স্তনের চারপাশে শক্ত চাকার মত হয়ে আছে,patient statement
আমার দাঁত শিরশির করে। ঠান্ডা বা গরম কিছু খেতে পারি না। অনেক অস্বস্তি লাগে।,patient statement
আমার গলা অনেক ব্যথা করছে আর কিছু খেতে গেলে গলায় কিছু বাধছে এমন মনে হচ্ছে আর ব্যথাও করে অনেক,patient statement
ফুটবল ম্যাচে আমাদের দলের একতা ও শক্তি দেখে আমি খুব খুশি!,Normal statement
আমার মায়ের বুকে অনেক ব্যথা করে,patient statement
"গ্রামে ফিরে আসার পর দেখতে পেলাম অনেক কিছু হারিয়ে গেছে, সত্যিই খুব দুঃখজনক!",Normal statement
আমার অনেক সাদা স্রাব বের হয়। পিরিয়ডের সময় অনেক রক্তক্ষরণ হয় আর অনেক দূর্গন্ধ হয়।,patient statement
আজকের দিনটি আনন্দের।,Normal statement
আমার বোনের পিরিয়ডের সময় অতিরিক্ত রক্তক্ষরণ হয়,patient statement
আমার বুকে অনেক প্রেসার পরে আর ব্যথা করে,patient statement
আমার ফুফুর থায়রয়েডের সমস্যা ধরা পরেছে কিন্তু এটার কি চিকিৎসা করাবে ঠিক বুঝতে পারছে না,patient statement
আমার অনেক ঘন ঘন পায়খানা হচ্ছে,patient statement
প্রকৃতি ধ্বংস হচ্ছে | খুব রাগ হচ্ছে। | আমাদের ভবিষ্যত বিপন্ন হচ্ছে।,Normal statement
আমার প্রস্রাবের রঙ অনেকটা লালচে আর অনেক গন্ধ হয়।,patient statement
"আজ স্কুলে নতুন বন্ধু বানালাম, পুরো দিনটা আনন্দে কাটালাম!",Normal statement
আমার বাবার রাতে ঠিকমত ঘুম হয় না।হঠাৎহঠাৎ লাফ দিয়ে উঠে পরে।,patient statement
আমার মায়ের নিপলে ব্যথা করে ,patient statement
আমার কানের শ্রবন শক্তি কমে গিয়েছে মনে হচ্ছে কথা শুনতে কষ্ট হয়,patient statement
আজ আমি খুবই খুশি। সবকিছু ঠিকঠাক চলছে।,Normal statement
আমার মনটা আজ খুবই অস্থির।,Normal statement
আমার আম্মুর স্তন ফুলে শক্ত হয়ে গেছে,patient statement
"যখন কেউ প্রতিশ্রুতি ভাঙে, তখন সত্যিই খুব রাগ হয়!",Normal statement
আমার সময় নষ্ট হচ্ছে,Normal statement
আমার ছেলের হাতে টিউমারের মত অনেক গুলো দলার মত হয়েছে এগুলো ব্যথা করে আর বড় হচ্ছে,patient statement
আমার মনটা আজ খুবই প্রফুল্লিত।,Normal statement
আমার বাবার বুক জ্বালা পুড়া করে। ,patient statement
আমার বাবা কোনো শব্দ বেশিক্ষন সহ্য করতে পারে না। অনেক মাথা ব্যথা করে,patient statement
"আমার ছেলে কাজে ঠিকমত মনোযোগ দিতে পারি না, ঘুম ঠিকমত হয় না খুব তারাতারি ভুলে যাই।",patient statement
"শহরের মধ্যে খুব শব্দ দূষণ হচ্ছে, আমি সত্যিই রেগে গেছি!",Normal statement
আমার ছেলের চোখ থেকে শুধু পানি পরে আর অনেক ব্যথা করে,patient statement
"আমার বাবা সিঁড়ি বেয়ে উঠতে গেলে অনেক সময় পা নাড়াতে পারে না, অনেক যন্ত্রণা করে।",patient statement
আমার জিহ্বায় ঘা হয়েছে প্রায় অনেকদিন হল। এখনো ঠিক হচ্ছে না। ,patient statement
"আমার মামা সিঁড়ি বেয়ে উঠতে গেলে অনেক সময় পা নাড়াতে পারেন না, অনেক যন্ত্রণা করে",patient statement
নদীতে নৌকা ভ্রমণ করতে গিয়ে খুব ভালো সময় কাটালাম!,Normal statement
আমার স্বাধীনতা কেড়ে নেওয়া হচ্ছে | খুব রাগ হচ্ছে। | আমি আর স্বাধীন নই।,Normal statement
"শহরের পরিবহন ব্যবস্থা এত খারাপ, আমি বিরক্ত হয়ে গেছি!",Normal statement
আমার খাবারের মধ্যে বা রাতে পেট জ্বালা পুড়া করে।,patient statement
আমার রঙ চিনতে অসুবিধা হয়।,patient statement
আমার চাচার প্রেসার অনেক বেশি আর শরীরে পানি আসে,patient statement
আমার সাদা স্রাবের অনেক দুর্গন্ধ হয় আর রঙটা অনেকটা হলদে,patient statement
"বাজারে গিয়ে দামে কমতি না থাকলেও, কেনাকাটা করা যেন একটা যুদ্ধ!",Normal statement
যুদ্ধ হচ্ছে | খুব রাগ হচ্ছে। | শান্তি নষ্ট হচ্ছে।,Normal statement
আমার চোখ খুব ব্যথা করে,patient statement
আমার মেয়ের স্তন ফুলে আছে আর অনেক ব্যথা করে,patient statement
আমার মেয়ের বুকে অনেক ব্যথা করে আর স্তন থেকে সাদা তরলের মত বের হয়,patient statement
আজকের দিনটা আমার জন্য খুবই বিরক্তিকর।,Normal statement
আমার মেয়ের অনেক সাদা স্রাব বের হয় আর অনেক দুর্গন্ধ হয়,patient statement
আমার হাতের আঙ্গুলে ব্যথা করে,patient statement
রোদে যাওয়ার সাথে সাথে আমার মাথা ধরে যায়,patient statement
আমার ছেলের অনেক মাথা ব্যথা করে,patient statement
আমার কপাল অনেক ব্যথা করে। ছোটো লিখা পড়তে গেলে চোখ আর কপাল ব্যথা করে,patient statement
"চিঠি পড়তে গিয়ে মনে হলো, এটি আমাকে ব্যর্থ করতে চায়, আমি খুব রেগে গেছি!",Normal statement
"বাজারে গিয়ে দোকানদারের সাথে আলোচনা করতে গিয়ে অনেক সময় নষ্ট হলো, কোনো সঠিক উত্তর পাওয়া গেল না, এতে খুব রেগে গেছি!",Normal statement
আমার সবসময় প্রেসার অনেক বেশি থাকে,patient statement
আমার দাদুর হার্টে খুব দুর্বল। বেশি কোনো টেনশন নিতে পারে না। অনেক অস্থির হয়ে যায়,patient statement
আমার বমি হয় আর বারবার বদহজম হয়।,patient statement
আমার আম্মুর পাইলসের অপারেশন হয়েছিলো। কিন্তু ১ বছর যেতে না যেতেই আম্মুর পায়ু পথে আবার মাংস জমেছে আর পায়খানা অনেক কশা সাথে রক্তও পরে,patient statement
আমার মেয়ের গলা অনেক ব্যথা বড় করে হা করতে পারছে না। ঠিকমত খাচ্ছে না। বলছে গলা অনেক ব্যথা করছে।,patient statement
আমার আব্বুর প্রেসার অনেক বেড়ে গেছে আর আব্বুর মাথা খুব যন্ত্রণা করছে,patient statement
"বাবা-মা একে অপরকে কোনো কথা বলছে না, আমি খুব রাগছি!",Normal statement
আমার মায়ের গলা ফুলে শক্ত দলার মত হয়েছে,patient statement
"আজ আমি অনেক নতুন কিছু শিখলাম, তা সত্যিই আনন্দদায়ক! তোমার ভালোবাসা আমাকে উজ্জীবিত করেছে, সব কিছুই ভালো লাগে! আজকের দিনটা অনেক সাফল্যময় ছিল!",Normal statement
আমার সারা শরীরে পানি আসে আর শরীর ভার হয়ে থাকে,patient statement
বন্ধুদের সঙ্গে সময় কাটানো সত্যিই দারুণ লাগে | অনেক মজা হলো,Normal statement
আমার মনটা আজ খুবই উত্তেজিত।,Normal statement
"আজ বাজারে গিয়ে শপিং করার জন্য দারুণ সময় কাটালাম, মন ভালো হয়ে গেলো!",Normal statement
দিন দিন অনেক অমনোযোগি হয়ে যাচ্ছি,patient statement
আমার বোনের স্তন গোল চাকার মত হয়ে আছে আর চাপ দিলে পুঁজের মত বের হয়,patient statement
আমার পিরিয়ড হলে অনেক পেট ব্যথা করে আর রক্তের রঙ কালচে লাল। আর অনেক দুর্গন্ধ হয়,patient statement
"আজকের ম্যাচে হারানোর পর মনে হলো কিছু একটা অনুপস্থিত ছিল, খুব খারাপ লাগলো!",Normal statement
"গ্রামের মেলা আগের মতো জমজমাট ছিল না, এটা দেখে কিছুটা দুঃখী হয়ে গেছি!",Normal statement
আমার মেয়ে চোখে ঠিকমত দেখতে পারে না,patient statement
আমার আম্মুর স্তনের নিপল থেকে সাদা পানির মত বের হয় আর খুব দুর্গন্ধ হয়,patient statement
আমার চোখের কোনায় রক্ত জমাট বেধে আছে,patient statement
আমার বাবার দাঁতে কালো দাগ পরে যাচ্ছে আর মুখ থেকে দুর্গন্ধ বের হয়,patient statement
"আজ স্কুলে আমাদের গ্রুপের কিছু সদস্য খুব অস্বাভাবিক আচরণ করেছে, আমি রেগে আছি!",Normal statement
আজ আমি অনেক ভেঙে পড়েছি। আমার সব পরিকল্পনা ভেঙে গেছে।,Normal statement
আমার নাক বন্ধ হয়ে থাকে আর নাক দিয়ে শ্বাস নিতে কষ্ট হয়।,patient statement
"বাজারে গিয়ে আজ খুব হতাশ হলাম, কোনো ভালো পণ্য পাওয়া গেল না এবং দামগুলো খুব বেশি ছিল! বাজারের পরিবেশ খুবই হতাশাজনক।",Normal statement
আমার গলায় ফুলে লাল হয়ে আছে। আর মারাত্মক ব্যথা করছে।,patient statement
আমি খুব বিরক্ত এবং ক্রুদ্ধ,Normal statement
"বাজারে গিয়ে কিছু প্রিয় পণ্য শেষ হয়ে গেছে, সেটা দেখে খুব কষ্ট পেলাম, মনে হলো কোনো কিছুই আর আগের মতো নেই।",Normal statement
আমার মায়ের স্তনে প্রচন্ড ব্যথা করে প্রায় এক মাস ধরে আর স্তনগুলো আস্তে আস্তে বড় হচ্ছে।,patient statement
আমার মনটা আজ খুবই বিমর্ষ।,Normal statement
"শহরের রাস্তায় হাঁটতে গিয়ে অনেক ভালো লাগলো, চারপাশের লোকজনও হাসি মুখে ছিল!",Normal statement
তোমার সঙ্গে কাটানো সময় সবসময়ই বিশেষ | আজকের দিনটা অসাধারণ ছিল,Normal statement
আজ আমি অনেক অসহায় বোধ করছি। কেউ আমাকে বুঝতে চায় না।,Normal statement
নদীর পাড়ে বন্ধুদের সাথে বসে কাটানো সময় সত্যিই খুব আনন্দদায়ক ছিল!,Normal statement
আজকে গ্রামের মাঠে ফুটবল খেলতে গিয়ে খুব আনন্দ পেয়েছি!,Normal statement
আমি অল্প কাজ করলেই হাপাই যাই,patient statement
আমি প্রায় এক মাস আগে হাঁটুতে ব্যথা পাই কিন্তু এই ব্যথা এখনো ঠিক হয় নি।,patient statement
আমার মেয়ে বেশিক্ষন হাঁটলে হাঁপাতে থাকে বুকে ব্যথা পায়,patient statement
"গ্রামের সবুজ মাঠে বসে শান্তি অনুভব করছি, চারপাশের প্রকৃতি মন ভালো করে দেয়! আজকের দিনটা সত্যিই অসাধারণ কেটেছে, প্রকৃতির সাথে মিলেমিশে এক দারুণ অনুভূতি হচ্ছে। এই পরিবেশে কিছু সময় কাটানো সব ক্লান্তি দূর করে দেয়, মনে হচ্ছে মনটা একদম সতেজ হয়ে গেছে!",Normal statement
আমার বোনের ২ মাস ধরে কণ্ঠ বদলে যাচ্ছে অনেক কর্কশ হয়ে যাচ্ছে। ,patient statement
"ক্রিকেট ম্যাচের সময়টা এত ভালো কেটেছে, দলের জয় মনে রাখার মতো!",Normal statement
আমার পিরিয়ড ঠিকমত হয় না,patient statement
আমি সমুদ্রের পাশে ঘুরছি | খুব শান্তি পাচ্ছি। | প্রকৃতির সৌন্দর্যে মুগ্ধ হয়ে গেছি।,Normal statement
আমার পায়ে টিউমারের মত কি যেন হয়েছে হাল্কা ব্যথা আছে,patient statement
আমি একটি সুন্দর দিন শেষ করছি | খুব শান্তি পাচ্ছি।,Normal statement
"বাজারে গিয়ে নতুন নতুন ফল পেলাম, অনেক ভালো লাগলো!",Normal statement
"শহরের আবর্জনা পরিষ্কার না হওয়া, এটা সত্যিই বিরক্তিকর!",Normal statement
আমার নিপলে সাদা ময়লার মত বের হয় আর অনেক দূর্গন্ধ হয়,patient statement
আমার ভাতিজির মুখে অনেক ব্রণ হচ্ছে,patient statement
আমার স্তনের নিপল দিয়ে দুধের মত সাদা রস বের হতে থাকে কিন্তু আমি প্রেগন্যান্ট না।,patient statement
আমার বাচ্চার হাম হয়েছে মনে হচ্ছে,patient statement
"সবাই শুধু ভুল খুঁজে বেড়ায়, কিন্তু নিজের ভুল দেখে না!",Normal statement
মনে হয় আমি একটা ভুল | এই পৃথিবীতে আমার কোনো জায়গা নেই। | আমি নিজেকে অসহায় মনে করছি।,Normal statement
আজ আমি অনেক কষ্ট পাচ্ছি।,Normal statement
"আজকের রান্নাটা দারুণ হয়েছে, সবাই খুব প্রশংসা করেছে! তোমার শুভেচ্ছাবার্তাটা পেয়ে সত্যিই মন ভালো হয়ে গেল! বিকেলে প্রিয় বইটা পড়ে এক অন্যরকম প্রশান্তি পেলাম!",Normal statement
আমার অনেক বেশি চিন্তা হয় অনেক ছোট ব্যাপারেও,patient statement
আজ একটা বড় ভুল হয়েছে | আমি খুব ক্ষুব্ধ। | এখন কিছুই ঠিক করার নেই।,Normal statement
"এই সিনেমার মিউজিক এত বাজে ছিল, আমি রেগে গেছি!",Normal statement
আমি চশমা পরে বেশিক্ষন থাকলে ঠিকমত দেখতে পারি না,patient statement
"বাজারে গিয়ে আমি কোনভাবেই কোনো সাহায্য পাচ্ছিলাম না, পুরো পরিস্থিতি অত্যন্ত বিরক্তিকর!",Normal statement
আমার মায়ের পুরো মাথা ব্যথা করে,patient statement
ক্রিকেট ম্যাচে আজকের পারফরম্যান্স দেখেই জানলাম আমরা কতটা শক্তিশালী দল!,Normal statement
আমার দাঁতে কালো দাগ হচ্ছে কোনোভাবেই দাগ যাচ্ছে না।,patient statement
আমার আম্মুর নিপল ফুলে লাল হয়ে আছে আর চাপ দিলে অনেক ব্যথা করছে। আম্মুর স্তনেও শক্ত দলার মত চাকা হয়ে আছে। আর খুব ব্যথা করে,patient statement
আমার ঘাড় ব্যথা করে আরহঠাৎ করে প্রেসার বেড়ে যায়,patient statement
আজকের দিনটা আমার জন্য খুবই বিরক্তিপূর্ণ। সবকিছু যেন অন্ধকার।,Normal statement
আমার বাবার শুধু কান চুল্কায় আর বেশি চুল্কালে পানি বের হতে শুরু করে,patient statement
"আজকের ম্যাচে আমাদের দল ভালো খেললেও, শেষ পর্যন্ত হারতে হলো, খুব খারাপ লাগলো!",Normal statement
"পরিবারে সব কিছু যেভাবে হচ্ছে তা ভালো লাগছে না, আমি খুব রেগে আছি!",Normal statement
এমন একটি সুন্দর দিন 😊,Normal statement
আমার মতামত কেউ গ্রহণ করছে না | খুব রাগ হচ্ছে। | আমার মতামতের কোনো গুরুত্ব নেই।,Normal statement
"এই কমেডি শো দেখে সত্যিই মজা পেয়েছি, হাসতে হাসতে চোখে পানি চলে এসেছে!",Normal statement
আমি অল্প বিষয় নিয়ে অনেক বেশি অস্থির হয়ে পরি আর অনেক প্রেসার বেড়ে যায়,patient statement
"আজ বাজারে গিয়ে লোকজন খুবই অস্থির ছিল, সব কিছুই সমস্যা হয়ে দাঁড়িয়েছে!",Normal statement
আমার কপালের দুইদিকে আর গালের দুই চোয়ালের হাড় অনেক ব্যথা করে,patient statement
"আমার অনেক মাথা ঘোরায়, হার্ট বিট বেড়ে যায়। বমি হয়।",patient statement
আমার প্রস্রাবের নালীতে অনেক অস্বস্তি লাগে আর পিরিয়ড মাসে কয়েকবারই হয়,patient statement
তুমি আমাকে ভালোবাসো | আমিও তোমাকে ভালোবাসি। | আমাদের ভালোবাসা সত্য।,Normal statement
আজ আমি অনেক অসহায় লাগছে।,Normal statement
"তুমি যদি সত্যিই আমাকে ভালবাসতে, তবে তুমি এমন ব্যবহার করতে না। আমি এই মুহূর্তে তোমার সঙ্গে কিছু আলোচনা করতে পারছি না, কারণ আমি রেগে আছি। এইভাবে তোমার সাথে সম্পর্ক চালিয়ে যেতে পারব না, আমি নিজেকে কিছুটা ছাড় দিতে চাই।",Normal statement
আমার দুধ জাতীয় কোনো খাবার খেলেই পেট খারাপ হয় আর অনেক বুক জ্বালা পুড়া করে,patient statement
আজ আমি অনেক স্বস্তি অনুভব করছি। সবকিছু ঠিকঠাক চলছে।,Normal statement
আমার মেয়ের শরীর অনেক দুর্বল খাওয়া দাওয়া করছে না,patient statement
আমার মা বসা অবস্থা থেকে উঠতে গেলে মাথা ঘুরে উঠে চোখে অন্ধকার দেখি,patient statement
আমি হঠাৎ করে লাইট এর দিকে তাকালে বিভিন্ন রঙ দেখতে থাকি। অনেকটা রংধনুর মত,patient statement
"আজ সকালে আমার প্রিয় খাবারটা খেয়েছি, সত্যিই দারুণ স্বাদ ছিল! তুমি যখন আমাকে হাসাও, তখন সব কিছুই ভালো লাগে! আজকের দিনের সমস্ত কাজ অনেক আনন্দের সাথে শেষ করেছি!",Normal statement
"আজ বাজারে গিয়ে বুঝলাম, এটি আর আগের মতো নিরাপদ নয়, আমি রেগে গেছি!",Normal statement
"আমার ছেলে দূরের জিনিস ঠিকমত দেখতে পারে না, ঝাপ্সা দেখে",patient statement
আমার মেয়ের অনেক মাথা ব্যথা করে আর বমি করে তখন,patient statement
"গ্রামে এসে বুঝলাম, অনেক কিছু এখন আগের মতো নেই, মনটা ভারী হয়ে গেল!",Normal statement
আজ খুব একা লাগছে | সব কিছু যেন অসহ্য লাগছে। | আমি নিঃসঙ্গ এবং অসহায় বোধ করছি।,Normal statement
পরিবেশ দূষণ হচ্ছে | খুব রাগ হচ্ছে। | আমাদের ভবিষ্যত বিপন্ন হচ্ছে।,Normal statement
"স্কুলে আজ কিছু ছাত্র আমার কাজে ব্যাঘাত ঘটিয়েছে, খুব রাগি!",Normal statement
"গ্রামে এত অনেক জমি ছেড়ে চলে যাচ্ছে, এটা দেখে আমি ক্ষিপ্ত হয়ে গেছি!",Normal statement
"ফুটবল ম্যাচের শেষে আমাদের দল জয়ী হওয়ায় সত্যিই খুব আনন্দিত, পুরো দেশ উল্লাসিত!",Normal statement
"আজ আমি কাশ্মীরের ঐতিহাসিক মুঘল বাগান দেখলাম, মনটা খুব ভালো লাগলো!",Normal statement
আমার মায়ের স্তন ফুলে আছে আর অনেক ব্যথা পায়,patient statement
"আজ আমি রেগে গেছি, কারণ কেউ আমার পরিশ্রমকে মূল্য দেয় না। সব কিছুতেই অসঙ্গতি আছে, এবং আমি কিছুতেই শান্তি পাচ্ছি না। আমি সত্যিই বিরক্ত, আমার খুব রাগ হচ্ছে। এতদিন ধরে সহ্য করেছি, কিন্তু আজ আর কিছু সহ্য করা যাচ্ছে না।",Normal statement
"নদীর পানিতে সূর্যের আভা পড়ছিল, দৃশ্যটা খুব সুন্দর ছিল!",Normal statement
আমার একটু পরপরই ক্ষুধা লাগে। আর অনেক দূর্বল লাগে।,patient statement
প্রথমবারের মতো পছন্দের কিছু বানিয়ে খেলাম | দারুণ হয়েছে,Normal statement
"আজকের চিঠিটি আমাকে বিরক্ত করেছে, কিছু খারাপ মন্তব্য ছিল!",Normal statement
আমার মায়ের কপালের দুই দিকে অনেক ব্যথা করে আর নিচের দিকে ঝুকলে মাথা ব্যথা করে,patient statement
কিছুই যেন ঠিক হচ্ছে না,Normal statement
আজকের সকালটা খুবই ভালো শুরু হয়েছে।,Normal statement
আমার অনেক হাঁটুতে অনেক ব্যথা করে,patient statement
"আমার ছেলের মাসেলে অনেক ব্যথা করে, ঘুম ঠিকমত হয় না। অনেক ক্লান্ত লাগে",patient statement
আমার মেয়ে কিছুক্ষন হাঁটলে হাঁপাতে থাকে। ঠিকমত শ্বাস নিতে পারে না,patient statement
পিরিয়ডের সময় আমার অনেক বেশি রক্ত পরে আর রঙটা কালচে লালের মত।,patient statement
আমার মা বসা অবস্থা থেকে দাঁড়ালে কেমন যেন মনে হয় পায়ের নিচে কিছু বাধছে,patient statement
আজ আমি অনেক তৃপ্তি অনুভব করছি। সবকিছু ঠিকঠাক চলছে।,Normal statement
ফুটবল ম্যাচে আমাদের দলের প্রতিপক্ষের কাছে পরাজয় আমাদের মন খারাপ করে দিয়েছে!,Normal statement
আমার চোখ থেকে পানি পরে কিছুক্ষন পরপরই। আবার কিছুক্ষন পরই চোখ অনেক বেশি শুকনা মনে হয়।,patient statement
নদীটির ধার ধরে হাঁটতে গিয়ে অনেক ভালো সময় কাটালাম!,Normal statement
"পরিবারের মধ্যে একে অপরকে বোঝা যাচ্ছে না, মনটা খারাপ লাগছে!",Normal statement
"আজকের আন্তর্জাতিক ফুটবল ম্যাচে আমাদের দল দুর্দান্ত পারফর্ম করেছে, জয় পেয়েছি, খুব আনন্দিত!",Normal statement
আজকের দিনটা আমার জন্য খুবই হতাশাময়। কেউ আমাকে বুঝতে চায় না।,Normal statement
আমার মায়ের সারা শরীরে পানি আসছে,patient statement
বাজারে গিয়ে অনেক ভালো কুয়ালিটির পণ্য পেয়ে বেশ আনন্দিত হলাম!,Normal statement
আমার মেয়ে লাইট এর দিকে তাকালে বিভিন্ন রঙ দেখতে থাকে। অনেকটা রংধনুর মত,patient statement
"গ্রামে মানুষজন তাদের জমি ফেলে চলে যাচ্ছে, এটা খুব বিরক্তিকর!",Normal statement
"বাজারে এসে সব কিছু এত সুন্দরভাবে সাজানো ছিল, মনটা খুব ভালো হয়ে গেলো!",Normal statement
আমার দাঁতে ছিদ্রের মত হচ্ছে,patient statement
আমার দাদু অযথা অনেক টেনশন করে আর সারাক্ষন অস্থির থাকে,patient statement
আমার মেয়ের গত সাত দিন যাবত অনেক জ্বর। খাবারের স্বাদ তিতা লাগে। ,patient statement
আমার পায়খানা করতে অনেক কষ্ট হয়। পায়ু পথে অনেক ব্যথা করে। অনেক জ্বলে,patient statement
আমার মামির একটি কিডনি অপারেশন করে ফেলে দেওয়া হয়েছিলো। কিন্তু মামির আরেকটি কিডনিও ভালো অবস্থায় নেই। এখন কোন ডাক্তার দেখানো যায়?,patient statement
আজকে অনেক ভালো খাবার খেয়েছি | মনটা খুব ভালো আছে। | আমার মন ভরে গেছে সুখে।,Normal statement
"গ্রামের মাঠে হেঁটে আসতে খুব ভালো লাগলো, চারপাশটা এত সবুজ ছিল!",Normal statement
"শহরের মেলা এত সুন্দর ছিল, খুব আনন্দ পেয়েছি!",Normal statement
আমার বমি হয় আর বারবার বদহজম হচ্ছে,patient statement
আমার আব্বুর কানে অনেক ব্যথা করে আর ঠিকমত শুনতে পারে না,patient statement
আমার ছেলের হাঁটুতে অনেক ব্যথা করে ও হাঁটার সময় পা বাকা করে ফেলে,patient statement
এই ঘটনাটি আমাকে সত্যিই রেগে দিয়েছে 😠,Normal statement
"আমার মেয়ের দাঁতে ছিদ্রের মত হচ্ছে, প্রায় সব দাঁতেই এমন ছিদ্র দেখতে পাচ্ছি",patient statement
আমি আমার গায়ের রঙ উজ্জ্বল করতে চাই,patient statement
আমার মা দাঁতে জোর পাচ্ছে না,patient statement
আজকের বইমেলায় অনেক মজা হলো | নতুন অনেক বই কিনেছি,Normal statement
আমি একটি সুন্দর সিনেমা দেখছি | খুব মজা পাচ্ছি। | সিনেমাটি খুবই মনোজ্ঞ।,Normal statement
আমার মেয়ের স্তনের নিপল অনেক চুল্কায় আর সাদা ময়লার মত বের হয়।,patient statement
"আজ বাজারে গিয়ে বেশ কিছু নতুন খাবারের আইটেম কিনেছি, মজা পেতে অপেক্ষা করছি!",Normal statement
আমার মেয়ের স্তন ফুলে বড় হয়ে আছে আর অনেক ব্যথা করে,patient statement
আমি সাধারণ বিষয় নিয়ে অনেক টেনশন করি।,patient statement
আমার মেয়ে পানি খুব কম খায় আর মুখে খুব অরুচি ওর,patient statement
আমার সব কিছু আজ অস্থির লাগছে।,Normal statement
"চিঠি পেয়ে সত্যিই হতাশ হয়ে গেলাম, কিছু ভালোবাসা হারিয়ে গেল!",Normal statement
"শহরের রাস্তায় এত গর্ত, এটা দেখে আমি খুব রেগে গেছি!",Normal statement
সবাই আমাকে অবহেলা করছে | খুব রাগ হচ্ছে। | আমার কোনো মূল্যই নেই।,Normal statement
আজকের দিনটা আমার জন্য খুবই কষ্টকর। কেউ আমাকে বুঝতে চায় না।,Normal statement
নিপল অনেক ব্যথা করে আর ফুলে গিয়েছে আর চাপ দিলে সাদা পুঁজের মত বের হয় এবং অনেক দূর্গন্ধ।,patient statement
"তুমি যখন আমার কাছে থাকো, আমি মনে করি আমি পৃথিবীর সবচেয়ে সুখী মানুষ। তোমার হাসি, তোমার মনোভাব, তোমার স্নেহ—এসব আমাকে অসীম সুখে ডুবিয়ে রাখে। আমি খুব ধন্য, কারণ তুমি আমার জীবনে আছো।",Normal statement
"আমার মাসেলে অনেক ব্যথা করে, ঘুম ঠিকমত হয় না। অনেক ক্লান্ত লাগে।",patient statement
আমার কয়েকদিন যাবত পায়ের তালু ব্যথা করে,patient statement
"আজকের টিভি শোতে এত সুন্দর পারফরম্যান্স ছিল, সত্যিই দারুণ লাগলো!",Normal statement
আজ আমি অনেক অসহ্য লাগছে।,Normal statement
"বাজারে গিয়ে অনেক ভালো জিনিস কিনলাম, আমি খুব খুশি!",Normal statement
আজকের দিনটা আমার জন্য খুবই আনন্দময়। সবকিছু যেন ঠিকঠাক হয়ে যাচ্ছে।,Normal statement
"আমার অনেক গলা ব্যথা, সর্দি আর কাশি",patient statement
"আজ স্কুলে সবাই মিলে একটি দারুণ গেম খেললাম, খুব মজা পেলাম!",Normal statement
আজ আমি খুবই ভাল অনুভব করছি। সবকিছু ঠিকঠাক চলছে।,Normal statement
"নদীর তীরে বৃষ্টির ফোঁটাগুলো পড়ছিল, এটা দেখে খুব ভালো লাগলো!",Normal statement
আমি একটা নতুন জামা কিনেছি | খুব ভালো লাগছে। | আমি নিজেকে সুন্দর মনে করছি।,Normal statement
আমার বাচ্চার অনেক পাতলা পায়খানা হচ্ছে একদম পানির মত,patient statement
আমার নানা ভাই এর খুব বেশি চোখে জ্বালা পুড়া করছে,patient statement
"আজকের ক্রিকেট ম্যাচে আমাদের দল যতটা শক্তিশালী ছিল, ঠিক ততটাই আনন্দজনক!",Normal statement
আমার মেয়ের অনেক বুকে ব্যথা করে আর শ্বাস নিতে কষ্ট হয় অনেক তখন,patient statement
আমি একটা নতুন কাজ শুরু করেছি | খুব উত্তেজিত।,Normal statement
আজকের দিনটা আমার জন্য খুবই সফল। সব কাজ শেষ করে ফেলেছি।,Normal statement
"আজ বাজারে গিয়ে কোনো ভালো কুয়ালিটির ফল পেলাম না, খুব হতাশ হলাম!",Normal statement
আমার পিঠে ফোঁড়ার মত হয়েছে অনেক ব্যথা করে,patient statement
আমার গলার স্বর পাল্টে গেছে এখন কথা বলতে গেলেও অনেক কষ্ট হয়,patient statement
আমার মেয়ে ঘুমের মধ্যে হাঁটতে শুরু করে দেয়,patient statement
আমার স্তনে অনেক ব্যথা করে,patient statement
আমি একটা নতুন জায়গায় ভ্রমণ করছি | খুব মজা পাচ্ছি।,Normal statement
